work_id,n_source_rows,source_stage1,source_stage1_5,is_cross_package_duplicate,has_conflict,state,ida,mp_name,mp_name_normalized,constituency,work_category,work_description,completion_date,disbursed_amount,completion_term,completion_term_confidence,image_present,image,resolution_status,work_raw,work_desc_from_work_field,work_id_unresolved_reason,completion_term_evidence,source_package,source_file,source_row_number,source_record_id,unresolved_record_id
WS/MP18065/2025-2026/239256,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,"Const of Rwall Lod wala Johad, Baba Jagram Dass near Shiv Mandir",2026-02-10,697440.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/239257,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Comp. of Baddi Choupal Sanjay 8930019300,2025-12-26,497507.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/242109,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,"Comp. of Rwall of Lod wala Johad, Baba Jagram Dass near Shiv Mandir",2026-04-13,399954.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/242110,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Shed and Bwall near Saal Mayna Mai,2026-03-19,499915.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/242113,1.0,True,False,False,False,Haryana,JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Teen Shed in Etawali Ashram,2026-03-11,489378.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/242115,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Street from Master Radhe Shyam to Pandit Suresh,2026-03-06,494963.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/251496,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Comp. of Shed and Grill at Brahaman Dharamshala Indira colony,2026-01-05,499813.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/251497,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Bwall of Hall,2025-12-29,499685.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/251500,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Providing the Kabaddi Mat for Gram Panchayat Kiloi Dopana,2026-02-09,449925.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/251515,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Development Works in Kumau Sabha Rohtak,2026-01-13,499544.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/251516,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Gate in Pasrhuram Dharamshala,2026-05-11,199656.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18065/2025-2026/253432,1.0,True,False,False,False,Haryana,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Bwall of Hall Dadi Sati,2026-01-21,499354.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2024-2025/172620,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Bhavdeen,2025-09-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2024-2025/172621,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide 40 Concrete Benches in Village Bhavdeen,2025-12-26,148680.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2024-2025/172622,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,Installation of 40 Solar Street lights in Village Bhavdeen,2026-01-08,500000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/171997,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Trust and Society,"Construction of Shed for Bhagat Namdev Tank Kashtrya Sabha in Village Taruana, Kalanwali",2026-03-05,706164.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/176908,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SELJA,SELJA,SIRSA(SC),Normal/Others,Construction of Brick Khadnja road from the farm of Gagi Son of Locha Singh to the farm of Bittu Son of Avtaar Singh in Village Data Singh Wala,2026-02-09,593574.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202299,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to dhani of Shri Krishan Kumar Son of Shri Hari Singh and Shri Satbir Singh Son of Shri Amar Singh, Village Dhabi Khurd",2026-03-02,190000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202300,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to Dhanis of Shri Jagat Pal Son of Shri Ami Lal, Smt Radha Devi and Shri Dharmpal in Village Bodiwali",2026-03-02,140000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202301,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to Dhani of Shri Balbir Singh son of Shri Hans Raj and others, Village Banawali",2026-03-02,170000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202302,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to Dhani of Shri Subhash and Shri Kulwant Son of Shri Surja Ram, Village Badopal",2026-03-02,72000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202303,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To improvement in Voltage by providing transformer at load center near the dhani of Shri Jagat Singh Godara and others dhanies at Village Ban Mandori,2026-01-12,358311.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202304,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To improvement in Voltage by providing transformer to Shri Mahender Singh and others dhanies at Village Khabra Kalan,2026-01-12,409796.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202305,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to provide by transformer to Dhani of Shri Bajrang Singh and other dhanies of Village Pili Mandori,2026-03-02,200000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202306,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to provide by transformer to Dhani of Shri Bhagat Singh Son of Shri Maniram and other dhanies of Village Pili Mandori,2026-03-02,153000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202308,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to provide by transformer to Dhani of Shri Ranbir Singh Son of Shri Surja Ram Jakhar and other dhanies of Village Pili Mandori,2026-03-02,132000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202309,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to Dhani of Shri Atma Ram Son of Shri Gopi Ram and others Village Banawali,2026-03-02,255000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202310,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to Dhani of Shri Mohan Lal Son of Shri Kurda Ram and others in Village Banawali,2026-03-02,285000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202311,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to Dhani of Shri Jagdish Son of Shri Prema Ram Village Ramsara,2026-03-02,110000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202312,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to Dhanis of Shri Jai Singh, Shri Bhoop Singh and Shri Suresh Kumar Village Bodiwali",2026-03-02,99000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/202314,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to Dhanis of Shri Bhagat Singh, Shri Dalip Singh and Shri Nihal Singh, Village Sarwarpur",2026-03-02,92000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/203804,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To improvement in Voltage to Dhani of Shri Bishna Ram, Shri Satpal and others dhanies in Village Dharnia",2026-01-12,290964.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/204338,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connections to Dhani of Shri Pawan Kumar son of Shri Dalip Singh and others dhani in Village Jandwala,2026-03-02,262000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/209279,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Alikan,2025-12-26,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209280,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Baragudha,2025-12-26,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209281,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Rori,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209494,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Dhani Rampura,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209495,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Kumharia,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209496,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Gusaiana,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209497,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Jogiwala,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209498,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Chaharwala,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209499,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Shahpuria,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209501,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Kagdana,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209505,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Neemla,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209509,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Poharkan,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209511,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Chadiwal,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209560,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Karamshana,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209561,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Mithanpura,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209563,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Mirjapur,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209564,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Budimeri,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209567,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To Provide water tanker in Village Amritsar Khurd,2026-03-05,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/209570,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to Dhani of Shri Rajbir son of Shri Sheo Nath and others in Village Jandwala Bagar,2026-01-12,93500.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/209572,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide electricity connection to Dhani of Shri Prithavi Singh Son of Shri Ramji Lal and others at Sullikhera to Kirdhan Road, Village Suli Khera",2026-01-12,263857.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/209573,1.0,True,False,False,False,Haryana,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide electricity connection to Dhani of Shri Anil Kumar son of Shri Subhash and others in Village Dhabi Kalan,2026-01-12,364000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18066/2025-2026/215074,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Santawali,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/215077,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Ranjeetpur Theri,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/215080,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Keharwala,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/219777,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Dabwali,2026-03-05,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/219779,2.0,True,True,True,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Gigorani,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/219781,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Alanoor,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/219782,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Taruana,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/221879,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Bhagsar,2025-12-23,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/234656,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Village Khaja Khera,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/234853,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Abholi,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/234862,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Bhurantwala,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/234864,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Gadrana,2026-03-05,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/234874,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in Gram Panchayat Ghoran Wali,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/234911,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To Provide water tanker in Gram Panchayat Karamgarh,2026-03-13,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/242454,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in gram panchayat Ahamadpur,2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/242455,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,To provide water tanker in gram panchayat Kusumbi,2026-03-05,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18066/2025-2026/246471,1.0,True,False,False,False,Haryana,SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SELJA,SELJA,SIRSA(SC),Normal/Others,"To provide water tanker in Gram Panchayat Khaja Khera, Sirsa",2026-02-18,175000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/178881,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development work in Gaushala village Muana,2026-03-12,499059.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18067/2025-2026/178924,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development work in Aggarwal Bhawan Library,2026-04-23,496084.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18067/2025-2026/179184,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development works in Bhag Khera Village,2026-01-19,408266.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/179185,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development works in Dharoli Village,2026-01-30,352692.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/179186,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development works in Hadwa Village,2026-02-23,496921.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/179189,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Installation of Shed in Dharoli Gaushala,2026-02-06,499390.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/180213,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Installation of Shed 30x60 in Village Kalwa,2026-02-12,447983.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/191352,2.0,True,True,True,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Const. of Hall in front of Ravidass Chaupal in GP Rorh.,2025-07-04,694399.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18067/2025-2026/193185,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Const. of Chaupal in Vill. Brahmcanwas,2026-02-09,795548.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP18067/2025-2026/193219,1.0,True,False,False,False,Haryana,SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development work of Tod wali Chaupal,2025-11-12,322334.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/193221,1.0,True,False,False,False,Haryana,SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Development works of Prthan wali Chaupal,2025-11-12,333748.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP18067/2025-2026/214182,1.0,True,False,False,False,Haryana,JIND(DEPUTY COMMISSIONER JIND),SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,"Const. of Rasta from PWD road to ajobsingh so surat singh, Malak singh So Surat singh and kulbir singh so Surat singh home in village Nimnabad",2026-03-12,994285.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
